Company;Flight;Terminal;Status;Date;Arrival;Real_Arrival;Origin;IATA;Departure;Departure_time;Departure_real_time
Iberia;IB 5299;1;Aterrizado - Puntual;2018-11-02;00:01;23:58;Amsterdam;AMS;2018-11-01; 21:45;21:46
Vueling;VY 8305;1;Aterrizado - Puntual;2018-11-02;00:01;23:58;Amsterdam;AMS;2018-11-01; 21:45;21:46
Iberia;IB 5487;1;Aterrizado - Puntual;2018-11-02;00:01;23:54;London;LGW;2018-11-01; 20:55;20:47
British Airways;BA 8079;1;Aterrizado - Puntual;2018-11-02;00:01;23:54;London;LGW;2018-11-01; 20:55;20:47
Vueling;VY 7821;1;Aterrizado - Puntual;2018-11-02;00:01;23:54;London;LGW;2018-11-01; 20:55;20:47
Iberia;IB 5371;1;Aterrizado - Puntual;2018-11-02;00:05;00:04;Algiers;ALG;2018-11-01; 22:45;22:37
Vueling;VY 7479;1;Aterrizado - Puntual;2018-11-02;00:05;00:04;Algiers;ALG;2018-11-01; 22:45;22:37
Qatar Airways;QR 3700;1;Aterrizado - Puntual;2018-11-02;00:05;00:07;Las Palmas;LPA;2018-11-01; 19:45;19:43
Iberia;IB 5419;1;Aterrizado - Puntual;2018-11-02;00:05;00:07;Las Palmas;LPA;2018-11-01; 19:45;19:43
Vueling;VY 3007;1;Aterrizado - Puntual;2018-11-02;00:05;00:07;Las Palmas;LPA;2018-11-01; 19:45;19:43
Vueling;VY 2017;1;Aterrizado - Puntual;2018-11-02;00:10;00:10;Granada;GRX;2018-11-01; 22:45;22:44
Iberia;IB 5343;1;Aterrizado - Puntual;2018-11-02;00:10;00:10;Granada;GRX;2018-11-01; 22:45;22:44
Qatar Airways;QR 3601;1;Aterrizado - Puntual;2018-11-02;00:10;00:10;Granada;GRX;2018-11-01; 22:45;22:44
Iberia;IB 5421;1;Aterrizado - Puntual;2018-11-02;00:45;00:24;Tenerife;TFN;2018-11-01; 20:25;20:12
Vueling;VY 3209;1;Aterrizado - Puntual;2018-11-02;00:45;00:24;Tenerife;TFN;2018-11-01; 20:25;20:12
Iberia;IB 2602;1;Aterrizado - Puntual;2018-11-02;05:30;05:14;Buenos Aires;EZE;2018-11-01; 13:00;12:49
American Airlines;AA 66;1;Aterrizado - Puntual;2018-11-02;06:10;05:44;New York;JFK;2018-11-01; 17:40;17:36
Finnair;AY 4004;1;Aterrizado - Puntual;2018-11-02;06:10;05:44;New York;JFK;2018-11-01; 17:40;17:36
British Airways;BA 1556;1;Aterrizado - Puntual;2018-11-02;06:10;05:44;New York;JFK;2018-11-01; 17:40;17:36
Iberia;IB 4185;1;Aterrizado - Puntual;2018-11-02;06:10;05:44;New York;JFK;2018-11-01; 17:40;17:36
El Al;LY 8000;1;Aterrizado - Puntual;2018-11-02;06:10;05:44;New York;JFK;2018-11-01; 17:40;17:36
ASL Airlines Belgium;3V 34;;En Ruta;2018-11-02;06:25;06:25;Liege;LGG;2018-11-02; 04:14;
Qatar Airways;QR 137;1;Aterrizado - Puntual;2018-11-02;06:45;06:35;Doha;DOH;2018-11-02; 01:45;01:49
SriLankan Airlines;UL 3547;1;Aterrizado - Puntual;2018-11-02;06:45;06:35;Doha;DOH;2018-11-02; 01:45;01:49
Cathay Pacific;CX 321;1;Aterrizado - Puntual;2018-11-02;06:55;06:40;Hong Kong;HKG;2018-11-02; 00:15;00:18
Singapore Airlines;SQ 388;1;Aterrizado - Puntual;2018-11-02;07:10;07:14;Singapore;SIN;2018-11-02; 00:05;00:09
AVIANCA;AV 6555;1;Aterrizado - Puntual;2018-11-02;07:10;07:14;Singapore;SIN;2018-11-02; 00:05;00:09
Air New Zealand;NZ 3388;1;Aterrizado - Puntual;2018-11-02;07:10;07:14;Singapore;SIN;2018-11-02; 00:05;00:09
TAP Portugal;TP 8406;1;Aterrizado - Puntual;2018-11-02;07:10;07:14;Singapore;SIN;2018-11-02; 00:05;00:09
Virgin Australia;VA 5488;1;Aterrizado - Puntual;2018-11-02;07:10;07:14;Singapore;SIN;2018-11-02; 00:05;00:09
Ryanair;FR 6363;2;Aterrizado - Puntual;2018-11-02;07:25;07:12;Palma Mallorca;PMI;2018-11-02; 06:30;06:25
American Airlines;AA 112;1;Aterrizado - Retrasado;2018-11-02;07:40;08:02;Miami;MIA;2018-11-01; 17:45;17:40
Finnair;AY 4010;1;Aterrizado - Retrasado;2018-11-02;07:40;08:02;Miami;MIA;2018-11-01; 17:45;17:40
British Airways;BA 1514;1;Aterrizado - Retrasado;2018-11-02;07:40;08:02;Miami;MIA;2018-11-01; 17:45;17:40
Iberia;IB 4460;1;Aterrizado - Retrasado;2018-11-02;07:40;08:02;Miami;MIA;2018-11-01; 17:45;17:40
El Al;LY 8161;1;Aterrizado - Retrasado;2018-11-02;07:40;08:02;Miami;MIA;2018-11-01; 17:45;17:40
LATAM Airlines Brasil;JJ 8114;1;Aterrizado - Retrasado;2018-11-02;07:50;08:08;Sao Paulo;GRU;2018-11-01; 17:25;17:44
Iberia;IB 7066;1;Aterrizado - Retrasado;2018-11-02;07:50;08:08;Sao Paulo;GRU;2018-11-01; 17:25;17:44
LATAM Airlines;LA 8114;1;Aterrizado - Retrasado;2018-11-02;07:50;08:08;Sao Paulo;GRU;2018-11-01; 17:25;17:44
Air Europa;UX 6006;1;Aterrizado - Puntual;2018-11-02;07:50;07:39;Palma Mallorca;PMI;2018-11-02; 07:00;06:58
Air France;AF 4819;1;Aterrizado - Puntual;2018-11-02;07:50;07:39;Palma Mallorca;PMI;2018-11-02; 07:00;06:58
Alitalia;AZ 2407;1;Aterrizado - Puntual;2018-11-02;07:50;07:39;Palma Mallorca;PMI;2018-11-02; 07:00;06:58
Delta Air Lines;DL 6747;1;Aterrizado - Puntual;2018-11-02;07:50;07:39;Palma Mallorca;PMI;2018-11-02; 07:00;06:58
KLM;KL 3350;1;Aterrizado - Puntual;2018-11-02;07:50;07:39;Palma Mallorca;PMI;2018-11-02; 07:00;06:58
TAROM;RO 9422;1;Aterrizado - Puntual;2018-11-02;07:50;07:39;Palma Mallorca;PMI;2018-11-02; 07:00;06:58
Aeroflot;SU 3651;1;Aterrizado - Puntual;2018-11-02;07:50;07:39;Palma Mallorca;PMI;2018-11-02; 07:00;06:58
Vueling;VY 3915;1;Aterrizado - Puntual;2018-11-02;07:50;07:42;Palma Mallorca;PMI;2018-11-02; 07:00;06:59
Iberia;IB 5159;1;Aterrizado - Puntual;2018-11-02;07:50;07:42;Palma Mallorca;PMI;2018-11-02; 07:00;06:59
Qatar Airways;QR 3662;1;Aterrizado - Puntual;2018-11-02;07:50;07:42;Palma Mallorca;PMI;2018-11-02; 07:00;06:59
Germania;ST 3102;2;Aterrizado - Puntual;2018-11-02;08:00;07:56;Dresden;DRS;2018-11-02; 05:40;
Vueling;VY 6450;1;Aterrizado - Puntual;2018-11-02;08:00;07:50;Madrid;MAD;2018-11-02; 06:45;06:44
Iberia;IB 5914;1;Aterrizado - Puntual;2018-11-02;08:00;07:50;Madrid;MAD;2018-11-02; 06:45;06:44
TUI fly Belgium;TB 1211;2;Aterrizado - Puntual;2018-11-02;08:00;07:51;Ostend;OST;2018-11-02; 06:05;
Air China;CA 839;1;Aterrizado - Retrasado;2018-11-02;08:00;09:20;Shanghai;PVG;2018-11-02; 01:05;02:27
Wizz Air;W6 3563;2;Aterrizado - Puntual;2018-11-02;08:00;07:48;Timisoara;TSR;2018-11-02; 06:10;
Vueling;VY 1311;1;Aterrizado - Puntual;2018-11-02;08:10;07:59;Alicante;ALC;2018-11-02; 07:00;06:52
Iberia;IB 5365;1;Aterrizado - Puntual;2018-11-02;08:10;07:59;Alicante;ALC;2018-11-02; 07:00;06:52
Qatar Airways;QR 3531;1;Aterrizado - Puntual;2018-11-02;08:10;07:59;Alicante;ALC;2018-11-02; 07:00;06:52
Vueling;VY 1431;1;Aterrizado - Puntual;2018-11-02;08:10;08:03;Bilbao;BIO;2018-11-02; 07:00;06:57
Iberia;IB 5765;1;Aterrizado - Puntual;2018-11-02;08:10;08:03;Bilbao;BIO;2018-11-02; 07:00;06:57
Qatar Airways;QR 3551;1;Aterrizado - Puntual;2018-11-02;08:10;08:03;Bilbao;BIO;2018-11-02; 07:00;06:57
Vueling;VY 7000;1;Aterrizado - Puntual;2018-11-02;08:15;08:08;Madrid;MAD;2018-11-02; 07:00;06:57
Iberia;IB 5010;1;Aterrizado - Puntual;2018-11-02;08:15;08:08;Madrid;MAD;2018-11-02; 07:00;06:57
easyJet;U2 2759;2;Aterrizado - Puntual;2018-11-02;08:20;08:07;Milan;MXP;2018-11-02; 06:45;06:40
Vueling;VY 2223;1;Aterrizado - Puntual;2018-11-02;08:20;08:20;Sevilla;SVQ;2018-11-02; 06:45;06:44
Iberia;IB 5733;1;Aterrizado - Puntual;2018-11-02;08:20;08:20;Sevilla;SVQ;2018-11-02; 06:45;06:44
Qatar Airways;QR 3605;1;Aterrizado - Puntual;2018-11-02;08:20;08:20;Sevilla;SVQ;2018-11-02; 06:45;06:44
Vueling;VY 2110;1;Aterrizado - Puntual;2018-11-02;08:25;08:27;Malaga;AGP;2018-11-02; 06:50;06:48
Iberia;IB 5582;1;Aterrizado - Puntual;2018-11-02;08:25;08:27;Malaga;AGP;2018-11-02; 06:50;06:48
Qatar Airways;QR 3503;1;Aterrizado - Puntual;2018-11-02;08:25;08:27;Malaga;AGP;2018-11-02; 06:50;06:48
easyJet;U2 4415;2;Aterrizado - Puntual;2018-11-02;08:25;08:30;Lyon;LYS;2018-11-02; 07:10;07:20
Ryanair;FR 9369;2;Aterrizado - Puntual;2018-11-02;08:30;08:21;Bologna;BLQ;2018-11-02; 06:45;06:41
Lufthansa;LH 1808;1;Aterrizado - Puntual;2018-11-02;08:30;08:13;Munich;MUC;2018-11-02; 06:30;06:30
Air China;CA 6067;1;Aterrizado - Puntual;2018-11-02;08:30;08:13;Munich;MUC;2018-11-02; 06:30;06:30
Vueling;VY 8007;1;Aterrizado - Puntual;2018-11-02;08:30;08:33;Paris;ORY;2018-11-02; 06:55;07:10
Iberia;IB 5746;1;Aterrizado - Puntual;2018-11-02;08:30;08:33;Paris;ORY;2018-11-02; 06:55;07:10
LATAM Airlines;LA 5780;1;Aterrizado - Puntual;2018-11-02;08:30;08:33;Paris;ORY;2018-11-02; 06:55;07:10
Vueling;VY 3923;1;Aterrizado - Puntual;2018-11-02;08:30;08:43;Palma Mallorca;PMI;2018-11-02; 07:40;07:50
Iberia;IB 5777;1;Aterrizado - Puntual;2018-11-02;08:30;08:43;Palma Mallorca;PMI;2018-11-02; 07:40;07:50
Qatar Airways;QR 3655;1;Aterrizado - Puntual;2018-11-02;08:30;08:43;Palma Mallorca;PMI;2018-11-02; 07:40;07:50
Laudamotion;OE 322;2;Aterrizado - Puntual;2018-11-02;08:35;08:34;Vienna;VIE;2018-11-02; 06:15;
Joon;JN 1148;1;Aterrizado - Puntual;2018-11-02;08:40;08:19;Paris;CDG;2018-11-02; 06:55;06:52
China Southern Airlines;CZ 7158;1;Aterrizado - Puntual;2018-11-02;08:40;08:19;Paris;CDG;2018-11-02; 06:55;06:52
Delta Air Lines;DL 8699;1;Aterrizado - Puntual;2018-11-02;08:40;08:19;Paris;CDG;2018-11-02; 06:55;06:52
Air Mauritius;MK 9328;1;Aterrizado - Puntual;2018-11-02;08:40;08:19;Paris;CDG;2018-11-02; 06:55;06:52
Air Austral;UU 8148;1;Aterrizado - Puntual;2018-11-02;08:40;08:19;Paris;CDG;2018-11-02; 06:55;06:52
Air Europa;UX 3470;1;Aterrizado - Puntual;2018-11-02;08:40;08:19;Paris;CDG;2018-11-02; 06:55;06:52
Air France;AF 1148;1;Aterrizado - Puntual;2018-11-02;08:40;08:19;Paris;CDG;2018-11-02; 06:55;06:52
Vueling;VY 1293;1;Aterrizado - Puntual;2018-11-02;08:40;08:25;La Coruna;LCG;2018-11-02; 07:00;06:58
Iberia;IB 5039;1;Aterrizado - Puntual;2018-11-02;08:40;08:25;La Coruna;LCG;2018-11-02; 07:00;06:58
Qatar Airways;QR 3637;1;Aterrizado - Puntual;2018-11-02;08:40;08:25;La Coruna;LCG;2018-11-02; 07:00;06:58
Ryanair;FR 6397;2;Aterrizado - Puntual;2018-11-02;08:40;08:47;Sevilla;SVQ;2018-11-02; 07:00;07:06
Eurowings Europe;E2 5920;2;Aterrizado - Puntual;2018-11-02;08:40;08:54;Vienna;VIE;2018-11-02; 06:10;06:38
Austrian;OS 8877;2;Aterrizado - Puntual;2018-11-02;08:40;08:54;Vienna;VIE;2018-11-02; 06:10;06:38
Eurowings;EW 5920;2;Aterrizado - Puntual;2018-11-02;08:40;08:54;Vienna;VIE;2018-11-02; 06:10;06:38
Iberia;IB 730;1;Aterrizado - Puntual;2018-11-02;08:45;08:46;Madrid;MAD;2018-11-02; 07:30;07:29
American Airlines;AA 8662;1;Aterrizado - Puntual;2018-11-02;08:45;08:46;Madrid;MAD;2018-11-02; 07:30;07:29
Air Europa;UX 2001;1;Aterrizado - Puntual;2018-11-02;08:50;08:47;Madrid;MAD;2018-11-02; 07:30;07:35
Aerolineas Argentinas;AR 7322;1;Aterrizado - Puntual;2018-11-02;08:50;08:47;Madrid;MAD;2018-11-02; 07:30;07:35
Delta Air Lines;DL 6768;1;Aterrizado - Puntual;2018-11-02;08:50;08:47;Madrid;MAD;2018-11-02; 07:30;07:35
Aeroflot;SU 3646;1;Aterrizado - Puntual;2018-11-02;08:50;08:47;Madrid;MAD;2018-11-02; 07:30;07:35
Brussels Airlines;SN 3695;1;Aterrizado - Puntual;2018-11-02;08:55;08:42;Brussels;BRU;2018-11-02; 07:00;06:56
Singapore Airlines;SQ 2805;1;Aterrizado - Puntual;2018-11-02;08:55;08:42;Brussels;BRU;2018-11-02; 07:00;06:56
Eurowings;EW 9440;2;Aterrizado - Puntual;2018-11-02;08:55;08:39;Dusseldorf;DUS;2018-11-02; 06:45;06:42
Ryanair;FR 6984;2;Aterrizado - Puntual;2018-11-02;08:55;08:31;Rome;FCO;2018-11-02; 07:00;07:00
Vueling;VY 6109;1;Aterrizado - Retrasado;2018-11-02;08:55;10:13;Rome;FCO;2018-11-02; 07:10;08:36
Iberia;IB 5181;1;Aterrizado - Retrasado;2018-11-02;08:55;10:13;Rome;FCO;2018-11-02; 07:10;08:36
LATAM Airlines;LA 5772;1;Aterrizado - Retrasado;2018-11-02;08:55;10:13;Rome;FCO;2018-11-02; 07:10;08:36
TAP Portugal;TP 1030;1;Aterrizado - Puntual;2018-11-02;08:55;09:09;Porto;OPO;2018-11-02; 06:10;
UIA;PS 9928;1;Aterrizado - Puntual;2018-11-02;08:55;09:09;Porto;OPO;2018-11-02; 06:10;
Vueling;VY 3929;1;Aterrizado - Puntual;2018-11-02;08:55;08:38;Palma Mallorca;PMI;2018-11-02; 08:05;07:49
Iberia;IB 5379;1;Aterrizado - Puntual;2018-11-02;08:55;08:38;Palma Mallorca;PMI;2018-11-02; 08:05;07:49
Qatar Airways;QR 3552;1;Aterrizado - Puntual;2018-11-02;08:55;08:38;Palma Mallorca;PMI;2018-11-02; 08:05;07:49
Wizz Air;W6 2375;2;Aterrizado - Puntual;2018-11-02;09:00;08:59;Budapest;BUD;2018-11-02; 06:25;
Transavia;HV 6787;2;Aterrizado - Puntual;2018-11-02;09:00;08:49;Eindhoven;EIN;2018-11-02; 07:00;
United Airlines;UA 120;1;Aterrizado - Puntual;2018-11-02;09:00;08:29;Newark;EWR;2018-11-01; 20:25;20:17
Air Canada;AC 5934;1;Aterrizado - Puntual;2018-11-02;09:00;08:29;Newark;EWR;2018-11-01; 20:25;20:17
Lufthansa;LH 7968;1;Aterrizado - Puntual;2018-11-02;09:00;08:29;Newark;EWR;2018-11-01; 20:25;20:17
SWISS;LX 3011;1;Aterrizado - Puntual;2018-11-02;09:00;08:29;Newark;EWR;2018-11-01; 20:25;20:17
Vueling;VY 1572;1;Aterrizado - Puntual;2018-11-02;09:00;08:53;Asturias;OVD;2018-11-02; 07:30;07:35
Iberia;IB 5275;1;Aterrizado - Puntual;2018-11-02;09:00;08:53;Asturias;OVD;2018-11-02; 07:30;07:35
Qatar Airways;QR 3683;1;Aterrizado - Puntual;2018-11-02;09:00;08:53;Asturias;OVD;2018-11-02; 07:30;07:35
SWISS;LX 1952;1;Aterrizado - Puntual;2018-11-02;09:00;08:55;Zurich;ZRH;2018-11-02; 07:10;07:18
Air Canada;AC 6792;1;Aterrizado - Puntual;2018-11-02;09:00;08:55;Zurich;ZRH;2018-11-02; 07:10;07:18
LATAM Airlines;LA 8795;1;Aterrizado - Puntual;2018-11-02;09:00;08:55;Zurich;ZRH;2018-11-02; 07:10;07:18
Vueling;VY 7460;1;Aterrizado - Puntual;2018-11-02;09:05;09:07;Madrid;MAD;2018-11-02; 07:50;07:50
Iberia;IB 5016;1;Aterrizado - Puntual;2018-11-02;09:05;09:07;Madrid;MAD;2018-11-02; 07:50;07:50
Vueling;VY 1439;1;Aterrizado - Puntual;2018-11-02;09:10;09:06;Bilbao;BIO;2018-11-02; 08:00;07:59
Iberia;IB 5553;1;Aterrizado - Puntual;2018-11-02;09:10;09:06;Bilbao;BIO;2018-11-02; 08:00;07:59
LATAM Airlines;LA 5758;1;Aterrizado - Puntual;2018-11-02;09:10;09:06;Bilbao;BIO;2018-11-02; 08:00;07:59
Qatar Airways;QR 3557;1;Aterrizado - Puntual;2018-11-02;09:10;09:06;Bilbao;BIO;2018-11-02; 08:00;07:59
Lufthansa;LH 1124;1;Aterrizado - Puntual;2018-11-02;09:10;09:15;Frankfurt;FRA;2018-11-02; 07:10;07:23
Air China;CA 6291;1;Aterrizado - Puntual;2018-11-02;09:10;09:15;Frankfurt;FRA;2018-11-02; 07:10;07:23
Ethiopian Airlines;ET 1557;1;Aterrizado - Puntual;2018-11-02;09:10;09:15;Frankfurt;FRA;2018-11-02; 07:10;07:23
ANA;NH 5441;1;Aterrizado - Puntual;2018-11-02;09:10;09:15;Frankfurt;FRA;2018-11-02; 07:10;07:23
Thai Airways International;TG 7654;1;Aterrizado - Puntual;2018-11-02;09:10;09:15;Frankfurt;FRA;2018-11-02; 07:10;07:23
United Airlines;UA 8804;1;Aterrizado - Puntual;2018-11-02;09:10;09:15;Frankfurt;FRA;2018-11-02; 07:10;07:23
Vueling;VY 7477;1;Aterrizado - Puntual;2018-11-02;09:15;09:02;Algiers;ALG;2018-11-02; 07:55;07:42
Iberia;IB 5247;1;Aterrizado - Puntual;2018-11-02;09:15;09:02;Algiers;ALG;2018-11-02; 07:55;07:42
Transavia;HV 5131;2;Aterrizado - Puntual;2018-11-02;09:15;09:12;Amsterdam;AMS;2018-11-02; 07:00;07:00
Delta Air Lines;DL 7516;2;Aterrizado - Puntual;2018-11-02;09:15;09:12;Amsterdam;AMS;2018-11-02; 07:00;07:00
Vueling;VY 8318;1;Aterrizado - Puntual;2018-11-02;09:15;09:02;Amsterdam;AMS;2018-11-02; 07:00;07:03
Iberia;IB 5224;1;Aterrizado - Puntual;2018-11-02;09:15;09:02;Amsterdam;AMS;2018-11-02; 07:00;07:03
LATAM Airlines;LA 5741;1;Aterrizado - Puntual;2018-11-02;09:15;09:02;Amsterdam;AMS;2018-11-02; 07:00;07:03
Ryanair;FR 8137;2;Aterrizado - Puntual;2018-11-02;09:15;09:17;Ibiza;IBZ;2018-11-02; 08:20;08:24
Norwegian Air Shuttle;DY 7050;2;Programado;2018-11-02;09:20;09:20;Fort Lauderdale;FLL;2018-11-01; 19:45;
Delta Air Lines;DL 476;1;Aterrizado - Puntual;2018-11-02;09:20;09:18;New York;JFK;2018-11-01; 20:29;20:24
Aeromexico;AM 3269;1;Aterrizado - Puntual;2018-11-02;09:20;09:18;New York;JFK;2018-11-01; 20:29;20:24
KLM;KL 6053;1;Aterrizado - Puntual;2018-11-02;09:20;09:18;New York;JFK;2018-11-01; 20:29;20:24
Air Europa;UX 3398;1;Aterrizado - Puntual;2018-11-02;09:20;09:18;New York;JFK;2018-11-01; 20:29;20:24
British Airways;BA 472;1;Aterrizado - Puntual;2018-11-02;09:20;08:56;London;LHR;2018-11-02; 06:15;
American Airlines;AA 6285;1;Aterrizado - Puntual;2018-11-02;09:20;08:56;London;LHR;2018-11-02; 06:15;
Iberia;IB 7474;1;Aterrizado - Puntual;2018-11-02;09:20;08:56;London;LHR;2018-11-02; 06:15;
Vueling;VY 2253;1;Cancelado;2018-11-02;09:20;13:20;Sevilla;SVQ;2018-11-02; 07:45;
Iberia;IB 5795;1;Cancelado;2018-11-02;09:20;13:20;Sevilla;SVQ;2018-11-02; 07:45;
Qatar Airways;QR 3578;1;Cancelado;2018-11-02;09:20;13:20;Sevilla;SVQ;2018-11-02; 07:45;
Ryanair;FR 4584;2;Aterrizado - Puntual;2018-11-02;09:25;09:33;Porto;OPO;2018-11-02; 06:35;06:50
Vueling;VY 3541;1;Aterrizado - Puntual;2018-11-02;09:30;09:20;Ibiza;IBZ;2018-11-02; 08:35;08:30
Iberia;IB 5133;1;Aterrizado - Puntual;2018-11-02;09:30;09:20;Ibiza;IBZ;2018-11-02; 08:35;08:30
LATAM Airlines;LA 5776;1;Aterrizado - Puntual;2018-11-02;09:30;09:20;Ibiza;IBZ;2018-11-02; 08:35;08:30
Qatar Airways;QR 3553;1;Aterrizado - Puntual;2018-11-02;09:30;09:20;Ibiza;IBZ;2018-11-02; 08:35;08:30
TAP Portugal;TP 1048;1;Aterrizado - Puntual;2018-11-02;09:30;09:42;Lisbon;LIS;2018-11-02; 06:40;
Aegean Airlines;A3 1702;1;Aterrizado - Puntual;2018-11-02;09:30;09:42;Lisbon;LIS;2018-11-02; 06:40;
Air China;CA 7040;1;Aterrizado - Puntual;2018-11-02;09:30;09:42;Lisbon;LIS;2018-11-02; 06:40;
UIA;PS 9925;1;Aterrizado - Puntual;2018-11-02;09:30;09:42;Lisbon;LIS;2018-11-02; 06:40;
Azores Airlines;S4 8698;1;Aterrizado - Puntual;2018-11-02;09:30;09:42;Lisbon;LIS;2018-11-02; 06:40;
Singapore Airlines;SQ 2790;1;Aterrizado - Puntual;2018-11-02;09:30;09:42;Lisbon;LIS;2018-11-02; 06:40;
United Airlines;UA 6873;1;Aterrizado - Puntual;2018-11-02;09:30;09:42;Lisbon;LIS;2018-11-02; 06:40;
Vueling;VY 3903;1;Aterrizado - Puntual;2018-11-02;09:30;09:25;Palma Mallorca;PMI;2018-11-02; 08:40;08:34
Iberia;IB 5985;1;Aterrizado - Puntual;2018-11-02;09:30;09:25;Palma Mallorca;PMI;2018-11-02; 08:40;08:34
LATAM Airlines;LA 5775;1;Aterrizado - Puntual;2018-11-02;09:30;09:25;Palma Mallorca;PMI;2018-11-02; 08:40;08:34
Qatar Airways;QR 3681;1;Aterrizado - Puntual;2018-11-02;09:30;09:25;Palma Mallorca;PMI;2018-11-02; 08:40;08:34
Aer Lingus;EI 562;2;Aterrizado - Puntual;2018-11-02;09:40;09:38;Dublin;DUB;2018-11-02; 06:15;06:31
British Airways;BA 8948;2;Aterrizado - Puntual;2018-11-02;09:40;09:38;Dublin;DUB;2018-11-02; 06:15;06:31
Vueling;VY 3713;1;Aterrizado - Puntual;2018-11-02;09:40;09:40;Menorca;MAH;2018-11-02; 08:50;08:51
Iberia;IB 5136;1;Aterrizado - Puntual;2018-11-02;09:40;09:40;Menorca;MAH;2018-11-02; 08:50;08:51
Qatar Airways;QR 3663;1;Aterrizado - Puntual;2018-11-02;09:40;09:40;Menorca;MAH;2018-11-02; 08:50;08:51
Vueling;VY 1303;1;Aterrizado - Puntual;2018-11-02;09:45;09:26;Alicante;ALC;2018-11-02; 08:35;08:19
Iberia;IB 5251;1;Aterrizado - Puntual;2018-11-02;09:45;09:26;Alicante;ALC;2018-11-02; 08:35;08:19
Qatar Airways;QR 3606;1;Aterrizado - Puntual;2018-11-02;09:45;09:26;Alicante;ALC;2018-11-02; 08:35;08:19
Ryanair;FR 6875;2;Aterrizado - Puntual;2018-11-02;09:45;09:15;Dublin;DUB;2018-11-02; 06:15;06:15
Ryanair;FR 6266;2;Aterrizado - Puntual;2018-11-02;10:00;09:28;Edinburgh;EDI;2018-11-02; 06:20;06:16
easyJet;U2 8571;2;Aterrizado - Puntual;2018-11-02;10:00;09:38;London;LGW;2018-11-02; 06:55;06:54
easyJet;U2 4861;2;Aterrizado - Puntual;2018-11-02;10:00;09:45;Naples;NAP;2018-11-02; 08:00;08:06
Vueling;VY 1421;1;Aterrizado - Puntual;2018-11-02;10:05;09:55;Bilbao;BIO;2018-11-02; 08:55;08:48
Iberia;IB 5551;1;Aterrizado - Puntual;2018-11-02;10:05;09:55;Bilbao;BIO;2018-11-02; 08:55;08:48
LATAM Airlines;LA 5764;1;Aterrizado - Puntual;2018-11-02;10:05;09:55;Bilbao;BIO;2018-11-02; 08:55;08:48
Qatar Airways;QR 3541;1;Aterrizado - Puntual;2018-11-02;10:05;09:55;Bilbao;BIO;2018-11-02; 08:55;08:48
Ryanair;FR 6354;2;Aterrizado - Puntual;2018-11-02;10:15;10:06;Milan;BGY;2018-11-02; 08:35;08:43
easyJet;U2 1401;2;Aterrizado - Puntual;2018-11-02;10:15;10:01;Geneva;GVA;2018-11-02; 08:50;08:41
Vueling;VY 9000;1;Aterrizado - Retrasado;2018-11-02;10:15;10:38;Madrid;MAD;2018-11-02; 09:00;09:14
Iberia;IB 5018;1;Aterrizado - Retrasado;2018-11-02;10:15;10:38;Madrid;MAD;2018-11-02; 09:00;09:14
easyJet;U2 6025;2;Aterrizado - Puntual;2018-11-02;10:20;09:58;Bristol;BRS;2018-11-02; 07:20;07:13
El Al;LY 393;1;Aterrizado - Puntual;2018-11-02;10:20;10:03;Tel Aviv-Yafo;TLV;2018-11-02; 06:30;
American Airlines;AA 8389;1;Aterrizado - Puntual;2018-11-02;10:20;10:03;Tel Aviv-Yafo;TLV;2018-11-02; 06:30;
Iberia;IB 2392;1;Aterrizado - Puntual;2018-11-02;10:20;10:03;Tel Aviv-Yafo;TLV;2018-11-02; 06:30;
TAP Portugal;TP 8918;1;Aterrizado - Puntual;2018-11-02;10:20;10:03;Tel Aviv-Yafo;TLV;2018-11-02; 06:30;
Ryanair;FR 129;2;Aterrizado - Puntual;2018-11-02;10:25;10:16;Hamburg;HAM;2018-11-02; 07:50;07:49
Turkish Airlines;TK 1853;1;Aterrizado - Puntual;2018-11-02;10:25;10:19;Istanbul;IST;2018-11-02; 08:45;08:44
AVIANCA;AV 6615;1;Aterrizado - Puntual;2018-11-02;10:25;10:19;Istanbul;IST;2018-11-02; 08:45;08:44
Air New Zealand;NZ 4863;1;Aterrizado - Puntual;2018-11-02;10:25;10:19;Istanbul;IST;2018-11-02; 08:45;08:44
Aeroflot;SU 2638;1;Aterrizado - Puntual;2018-11-02;10:25;10:39;Moscow;SVO;2018-11-02; 07:50;07:44
Air Europa;UX 3284;1;Aterrizado - Puntual;2018-11-02;10:25;10:39;Moscow;SVO;2018-11-02; 07:50;07:44
KLM;KL 1665;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
China Airlines;CI 9495;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Delta Air Lines;DL 9601;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Etihad Airways;EY 7348;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Korean Air;KE 6405;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
Kenya Airways;KQ 1665;1;Aterrizado - Puntual;2018-11-02;10:30;10:11;Amsterdam;AMS;2018-11-02; 08:20;08:18
